address,category,id,lat,lng,location,name,subCategory,details,reviews
,poi,100393,52.42019131,13.36914484,Berlin,Haltestelle Stegerwaldstraße M77,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100393,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100393
,poi,100411,52.484943,13.384842,Berlin,wayhome to PBerg,Road,http://tour-pedia.org/api/getPlaceDetails?id=100411,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100411
,poi,100413,52.53447413,13.43523141,Berlin,Ersatzbus M10,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100413,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100413
,poi,100415,52.509947,13.271615,Berlin,Taxihalte Heuss/Linden,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100415,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100415
,poi,100416,52.465911,13.378533,Berlin,Taxihalte Berlinickeplatz,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100416,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100416
Greifswalder Str.,poi,100418,52.53718666,13.434273,Berlin,Greifswalder Straße,Road,http://tour-pedia.org/api/getPlaceDetails?id=100418,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100418
,poi,100424,52.42039879,13.35895531,Berlin,Haltestelle Friedrichrodaer Str. X83,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100424,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100424
,poi,100425,52.48645754,13.44632127,Berlin,H Harzer Str./ Wildenbruchstr.,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100425,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100425
Alt-Pichelsdorf,poi,100426,52.51313585,13.1963197,Berlin,H Alt-Pichelsdorf,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100426,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100426
,poi,100429,52.510135,13.497218,Berlin,NE26 Oderlandbahn,Train,http://tour-pedia.org/api/getPlaceDetails?id=100429,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100429
,poi,100431,52.467531,13.431588,Berlin,Taxihalte Siegfried/Hermann,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100431,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100431
Dörpfeldstraße,poi,100437,52.44166959,13.55875969,Berlin,H Ottomar-Geschke-Straße,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=100437,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100437
Clayallee,poi,100448,52.4600213,13.27503285,Berlin,Bushaltestelle Königin Luise Straße,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100448,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100448
,poi,100449,52.412334,13.661653,Berlin,Taxihalte Alt Müggelheim,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100449,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100449
,poi,100451,52.56669772,13.41783987,Berlin,Lohmestraße,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100451,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100451
,poi,100458,52.5450003,13.49979229,Berlin,Bushaltestelle Bahnhofstrasse (256),Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100458,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100458
,poi,100459,52.55228703,13.4126186,Berlin,Paul-Robeson Straße,Road,http://tour-pedia.org/api/getPlaceDetails?id=100459,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100459
,poi,100466,52.519838,13.447557,Berlin,Richard-Sorge-Straße,Road,http://tour-pedia.org/api/getPlaceDetails?id=100466,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100466
,poi,100484,52.47306188,13.36609487,Berlin,Sachsendamm,Road,http://tour-pedia.org/api/getPlaceDetails?id=100484,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100484
Glogauer Strasse,poi,100487,52.49428478,13.43830077,Berlin,Mini Eva,Road,http://tour-pedia.org/api/getPlaceDetails?id=100487,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100487
Lankwitzer Str.,poi,100488,52.42867322,13.32828662,Berlin,H Kranoldplatz,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100488,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100488
Tempelhoter Damm,poi,100492,52.47546169,13.39559555,Berlin,flylogs,Plane,http://tour-pedia.org/api/getPlaceDetails?id=100492,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100492
Königsheideweg,poi,100499,52.45293619,13.48087086,Berlin,Bushaltestelle Mahonienweg Linie 265,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=100499,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100499
Alte Hellersdorfer Straße,poi,100517,52.53481199,13.59151619,Berlin,H Spremberger Straße,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100517,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100517
,poi,100525,52.54872743,13.41049947,Berlin,Kopenhagener Straße,Road,http://tour-pedia.org/api/getPlaceDetails?id=100525,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100525
,poi,100534,52.51778806,13.37617689,Berlin,Bushaltestelle Reichstag/Bundestag,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100534,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100534
,poi,100542,52.42557228,13.3244288,Berlin,Audi A5 Cabrio,Road,http://tour-pedia.org/api/getPlaceDetails?id=100542,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100542
,poi,100558,52.571258,13.411222,Berlin,Taxihalte Pankow Kirche,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100558,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100558
,poi,100573,52.51057457,13.3898093,Berlin,H Stadtmitte,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100573,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100573
,poi,100605,52.55651453,13.29916191,Berlin,Dans l'avion,Plane,http://tour-pedia.org/api/getPlaceDetails?id=100605,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100605
,poi,100606,52.53689546,13.29411759,Berlin,X21,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100606,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100606
,poi,100608,52.499177,13.508067,Berlin,Taxihalte Volkradstr.,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100608,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100608
,poi,100614,52.473347,13.173562,Berlin,Bereitehornweg,Road,http://tour-pedia.org/api/getPlaceDetails?id=100614,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100614
Mahlsdorfer Straße,poi,100626,52.47406319,13.5989821,Berlin,H Mahlsdorf-Süd,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=100626,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100626
,poi,100628,52.51278419,13.57450024,Berlin,EN 477,Train,http://tour-pedia.org/api/getPlaceDetails?id=100628,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100628
Groß-Ziethener Str.,poi,100647,52.39463115,13.41596156,Berlin,H Taunusstr.,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100647,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100647
A 100,poi,100649,52.47416775,13.35128546,Berlin,Kreuz Schöneberg (18)(2),Road,http://tour-pedia.org/api/getPlaceDetails?id=100649,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100649
Schloßstraße,poi,100651,52.51533293,13.29663277,Berlin,Schloßstr.,Road,http://tour-pedia.org/api/getPlaceDetails?id=100651,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100651
,poi,100682,52.54813178,13.29714923,Berlin,Continental - Berlin TXL,Airport Gate,http://tour-pedia.org/api/getPlaceDetails?id=100682,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100682
,poi,100701,52.466915,13.309979,Berlin,Taxihalte Breitenbachplatz,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100701,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100701
,poi,100702,52.489821,13.419891,Berlin,Jahnstrasse M41,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100702,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100702
,poi,100720,52.49730223,13.42071386,Berlin,Mariannenstrasse,Road,http://tour-pedia.org/api/getPlaceDetails?id=100720,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100720
,poi,100727,52.439614,13.31392,Berlin,Krahmerstraße/Stockweg,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100727,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100727
Franz-Klühs-Straße,poi,100729,52.50033853,13.3970951,Berlin,Franz-Klühs-Straße (H),Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100729,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100729
,poi,100730,52.49208394,13.48651086,Berlin,Grill Boot Berlin,Boat or Ferry,http://tour-pedia.org/api/getPlaceDetails?id=100730,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100730
,poi,100737,52.5194997,13.46390146,Berlin,Dolziger Strasse,Road,http://tour-pedia.org/api/getPlaceDetails?id=100737,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100737
Märkische Allee,poi,100762,52.516232,13.545198,Berlin,Haltestelle Bentschener Weg | 192,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100762,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100762
,poi,100769,52.417195,13.315131,Berlin,Taxihalte Osdorfer Str.,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100769,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100769
,poi,100771,52.56238421,13.36365575,Berlin,Holländerstraße / Aroser Allee,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100771,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100771
,poi,100773,52.45790848,13.29380621,Berlin,Haltestelle Museum Dahlem,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100773,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100773
Im Dickicht,poi,100785,52.417161,13.217602,Berlin,Im Dickicht,Road,http://tour-pedia.org/api/getPlaceDetails?id=100785,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100785
,poi,100788,52.45795971,13.29924275,Berlin,Haltestelle Arnimallee [X83],Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100788,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100788
,poi,100793,52.423968,13.369319,Berlin,ec 171,Train,http://tour-pedia.org/api/getPlaceDetails?id=100793,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100793
,poi,100799,52.45396387,13.14418792,Berlin,Alt Kladow,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100799,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100799
Scharnweberstr.,poi,100816,52.56556461,13.32178116,Berlin,Scharnweberstraße,Road,http://tour-pedia.org/api/getPlaceDetails?id=100816,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100816
Illtisstr.,poi,100818,52.457696,13.290389,Berlin,Taxihalte Dahlem Dorf,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100818,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100818
,poi,100819,52.411298,13.263502,Berlin,Taxihalte Ladiusstr.,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100819,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100819
Steubenpl.,poi,100823,52.5162731,13.26034784,Berlin,H Neu-Westend - Bus 104,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100823,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100823
,poi,100854,52.422193,13.175566,Berlin,MS Tempelhof,Boat or Ferry,http://tour-pedia.org/api/getPlaceDetails?id=100854,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100854
,poi,100859,52.43799539,13.38062069,Berlin,Bus 181 Großbeerenstraße,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100859,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100859
Krumme Straße,poi,100860,52.50852916,13.30942154,Berlin,Krumme Straße,Road,http://tour-pedia.org/api/getPlaceDetails?id=100860,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100860
,poi,100861,52.461975,13.133307,Berlin,"Bushaltestelle Gredinger Str., Bus 234 / 135",Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100861,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100861
Moving Target,poi,100879,52.47838925,13.52455616,Berlin,Tram 27 Pasedagplatz ?? Krankenhaus Köpenick/ Südseite,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=100879,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100879
Firlstr.,poi,100880,52.46063794,13.52158427,Berlin,Tram 63 Richtung S- Schöneweide,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=100880,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100880
Am Oberbaum 1,poi,100889,52.5025486,13.44536671,Berlin,Hauptstadtfloß,Boat or Ferry,http://tour-pedia.org/api/getPlaceDetails?id=100889,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100889
,poi,100892,52.52441138,13.15751461,Berlin,"Rudolf-Wissel-Siedlung (131, 137)",Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=100892,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100892
Hirtestraße,poi,100893,52.46135702,13.58420849,Berlin,H Hirtestraße / Janitzkystraße,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=100893,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100893
,poi,100902,52.547492,13.315028,Berlin,Taxi in Berlin,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=100902,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100902
,poi,100909,52.48585196,13.33666116,Berlin,H Kufsteiner Straße,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100909,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100909
,poi,100931,52.52282553,13.42753339,Berlin,A02 Gate Berlin Tegel,Airport Terminal,http://tour-pedia.org/api/getPlaceDetails?id=100931,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100931
Am Omnibushof,poi,100950,52.51674317,13.18320751,Berlin,BVG Betriebshof Spandau,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=100950,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100950
,poi,100955,52.54917889,13.38990895,Berlin,Ice 1611,Train,http://tour-pedia.org/api/getPlaceDetails?id=100955,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100955
Soldiner Straße,poi,100967,52.56009147,13.38354457,Berlin,Soldiner Kiez,Road,http://tour-pedia.org/api/getPlaceDetails?id=100967,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100967
Kastanienallee,poi,100977,52.53782618,13.40892076,Berlin,Kastanienallee,Road,http://tour-pedia.org/api/getPlaceDetails?id=100977,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100977
,poi,100980,52.53107093,13.43029997,Berlin,Käthe-Niederkirchnerstraße,Road,http://tour-pedia.org/api/getPlaceDetails?id=100980,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100980
Greifswalder Straße,poi,100988,52.54526483,13.44417572,Berlin,H Greifswalder Straße / Ostseestraße,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=100988,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100988
Saalmannstr.,poi,100994,52.57796034,13.32925379,Berlin,S Karl-Bonhoeffer-Nervenklinik,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=100994,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=100994
Kaiser-Friedrich-Str.,poi,101005,52.50587788,13.30294132,Berlin,H Bus Kaiser-Friedrich-Str./Kantstr. | X34 M49 109 309,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101005,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101005
Treptower Park,poi,101031,52.49283795,13.46663386,Berlin,Anlegebrücke 7,Pier,http://tour-pedia.org/api/getPlaceDetails?id=101031,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101031
,poi,101034,52.53051212,13.32888345,Berlin,Bushaltestelle Wittstocker Straße,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=101034,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101034
Drakestr.,poi,101037,52.43972141,13.29943751,Berlin,H Drakestraße/ Ringstraße,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101037,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101037
Rosenthaler Weg,poi,101054,52.60519776,13.4160018,Berlin,H Guyotstraße,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=101054,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101054
,poi,101064,52.54141247,13.40048257,Berlin,H Demminer Straße (Bus 247),Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101064,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101064
,poi,101092,52.55105591,13.29466724,Berlin,Malev Flight MA673,Plane,http://tour-pedia.org/api/getPlaceDetails?id=101092,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101092
Karl-Ziegler-Straße,poi,101106,52.43249306,13.52648735,Berlin,H Karl-Ziegler-Straße,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=101106,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101106
Krampenburg,poi,101111,52.38323622,13.64515439,Berlin,F21 Krampenburg,Boat or Ferry,http://tour-pedia.org/api/getPlaceDetails?id=101111,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101111
,poi,101112,52.41411723,13.3501116,Berlin,Haltestelle Westkammstr.,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101112,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101112
,poi,101124,52.52494946,13.34578,Berlin,Bushaltestelle Kleiner Tiergarten TXL,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=101124,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101124
,poi,101140,52.551169,13.164829,Berlin,Taxihalte Kiesteich,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=101140,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101140
,poi,101159,52.529503,13.288405,Berlin,ICE B-HH,Train,http://tour-pedia.org/api/getPlaceDetails?id=101159,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101159
,poi,101162,52.535628,13.265575,Berlin,KC-HG 540,Road,http://tour-pedia.org/api/getPlaceDetails?id=101162,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101162
Berliner Allee,poi,101164,52.550273,13.459929,Berlin,H Bus Albertinenstraße,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=101164,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101164
,poi,101175,52.5542108,13.28868588,Berlin,TXL Waiting Position,Airport,http://tour-pedia.org/api/getPlaceDetails?id=101175,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101175
moving target,poi,101186,52.52393734,13.30615997,Berlin,Bus X9 Flughafen Tegel <> S+U Zoologischer Garten,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101186,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101186
,poi,101187,52.59027867,13.28711141,Berlin,Tegel --> MV,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101187,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101187
Puschkinallee 15,poi,101200,52.49330757,13.46533559,Berlin,Schiffsanleger Hafen Treptower Park,Pier,http://tour-pedia.org/api/getPlaceDetails?id=101200,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101200
Bahnhofstraße,poi,101203,52.45539483,13.57686996,Berlin,H Bahnhofstraße / Seelenbinderstraße,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=101203,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101203
,poi,101216,52.420321,13.492068,Berlin,Bus260 -> S Adlershof,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101216,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101216
Adlerhestell,poi,101218,52.43496455,13.54179312,Berlin,Adlergestell,Road,http://tour-pedia.org/api/getPlaceDetails?id=101218,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101218
,poi,101219,52.43592461,13.55524237,Berlin,Büchner Weg,Road,http://tour-pedia.org/api/getPlaceDetails?id=101219,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101219
Mahlsdorfer Str.,poi,101221,52.46326579,13.58347893,Berlin,H Mahlsdorfer / Gehsener,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=101221,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101221
Flughafen Tegel,poi,101222,52.55372292,13.29321165,Berlin,Bus 128,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101222,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101222
,poi,101229,52.486108,13.481974,Berlin,Wasserflugstation Berlin-Treptow,Airport Gate,http://tour-pedia.org/api/getPlaceDetails?id=101229,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101229
,poi,101233,52.425843,13.163781,Berlin,Outrigger,Boat or Ferry,http://tour-pedia.org/api/getPlaceDetails?id=101233,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101233
Potsdamer Straße,poi,101242,52.50934624,13.37423205,Berlin,H Varian-Fry-Straße,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=101242,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101242
,poi,101246,52.49314686,13.49980765,Berlin,S3 Erkner ?? Ostkreuz,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=101246,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101246
Gardeschützenweg,poi,101249,52.44471441,13.30159455,Berlin,H Tietzenweg,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101249,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101249
,poi,101256,52.50887603,13.21721816,Berlin,Heerstraße,Road,http://tour-pedia.org/api/getPlaceDetails?id=101256,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101256
,poi,101260,52.56347365,13.50690969,Berlin,Bus 893,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101260,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101260
,poi,101261,52.54754323,13.18575967,Berlin,Love Boat,Boat or Ferry,http://tour-pedia.org/api/getPlaceDetails?id=101261,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101261
,poi,101272,52.42334972,13.18529469,Berlin,Checkpoint Bravo,Road,http://tour-pedia.org/api/getPlaceDetails?id=101272,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101272
,poi,101275,52.513547,13.520571,Berlin,Taxihalte Friedrichsfelde Ost,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=101275,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101275
Neumannstr.,poi,101280,52.56022856,13.42217985,Berlin,H Bus Elsa-Brändström-Str. / Neumannstr.,Bus Station,http://tour-pedia.org/api/getPlaceDetails?id=101280,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101280
Kreuzberg,poi,101282,52.48933651,13.39418716,Berlin,Bergmannstraße,Road,http://tour-pedia.org/api/getPlaceDetails?id=101282,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101282
,poi,101294,52.50841624,13.24628908,Berlin,ICE 871 Berlin - Frankfurt/Main,Train,http://tour-pedia.org/api/getPlaceDetails?id=101294,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101294
,poi,101315,52.46767044,13.55628967,Berlin,Bauarbeiten,Train,http://tour-pedia.org/api/getPlaceDetails?id=101315,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101315
,poi,101323,52.53287816,13.15230215,Berlin,louise schroeder siedlung (m32),Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101323,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101323
Zossener Straße,poi,101332,52.54555191,13.58680487,Berlin,H Michendorfer Straße,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=101332,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101332
,poi,101339,52.50937002,13.39005793,Berlin,stadtmitte/krausenstraße,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101339,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101339
Moving Target,poi,101361,52.44455362,13.57413411,Berlin,Tram 61 Karl-Ziegler-Straße ? Rahnsdorf / Waldschänke,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=101361,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101361
,poi,101373,52.52074286,13.16253504,Berlin,Heerstr./Magistratweg (137),Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101373,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101373
,poi,101382,52.52464441,13.36864426,Berlin,RE 2 Richtung Wismar,Train,http://tour-pedia.org/api/getPlaceDetails?id=101382,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101382
Mainzer Str.,poi,101384,52.4815257,13.4276104,Berlin,Mainzer Straße,Road,http://tour-pedia.org/api/getPlaceDetails?id=101384,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101384
,poi,101399,52.46654896,13.54843758,Berlin,Bhf. Badesee,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=101399,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101399
,poi,101400,52.46114177,13.54296507,Berlin,Bhf. Freilichtbühne,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=101400,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101400
,poi,101401,52.46396573,13.54675122,Berlin,Bhf. Haus Natur und Umwelt,Train Station,http://tour-pedia.org/api/getPlaceDetails?id=101401,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101401
,poi,101410,52.49544204,13.39702093,Berlin,M41 Bus Line,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101410,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101410
Moving Target,poi,101419,52.50676601,13.3033061,Berlin,M49 Heerstr./Nennhauser Damm <> S+U Zoologischer Garten,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101419,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101419
,poi,101433,52.505157,13.263647,Berlin,ICE 950 - Berlin nach Köln,Train,http://tour-pedia.org/api/getPlaceDetails?id=101433,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101433
Eldenaer Straße,poi,101439,52.52046444,13.45882058,Berlin,H Forckenbeckplatz,Light Rail,http://tour-pedia.org/api/getPlaceDetails?id=101439,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101439
,poi,101462,52.429831,13.51953,Berlin,Beverly Cars,Rental Car Location,http://tour-pedia.org/api/getPlaceDetails?id=101462,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101462
,poi,101465,52.568336,13.30633,Berlin,AB6529 TXL-STR,Plane,http://tour-pedia.org/api/getPlaceDetails?id=101465,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101465
,poi,101490,52.4038349,13.40632554,Berlin,Bus Goethestraße / Potsdamer Straße,Bus Line,http://tour-pedia.org/api/getPlaceDetails?id=101490,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=101490
