category,id,lat,lng,location,name,subCategory,reviews,Cost
restaurant,38051,51.51335309,-0.082890987,London,Starbucks,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38051,124
restaurant,38101,51.4063768,0.004913189,London,Fu Do,Chinese Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38101,107
restaurant,38116,51.576365,0.027596,London,The Olive Branch,Café,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38116,181
restaurant,38124,51.59033771,-0.104038864,London,New Capital Kebab,Fast Food Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38124,171
restaurant,38125,51.4597829,-0.447649956,London,Costa Coffee,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38125,158
restaurant,38144,51.588111,-0.32962,London,Sri Rathiga,Asian Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38144,198
restaurant,38147,51.56148215,0.008873368,London,Singburi,Thai Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38147,104
restaurant,38150,51.47031624,-0.458589022,London,Caviar House & Prunier,Seafood Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38150,105
restaurant,38165,51.5129892,-0.133681297,London,Byron,Burger Joint,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38165,164
restaurant,38170,51.48015347,-0.194578171,London,Nando's,Portuguese Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38170,154
restaurant,38178,51.46999963,-0.457607753,London,Pret A Manger,Sandwich Place,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38178,127
restaurant,38196,51.55119511,-0.04719055,London,Caffe Ritazza,Café,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38196,185
restaurant,38198,51.41853427,-0.296765198,London,Boho coffee house,Coffee Shop,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38198,158
restaurant,38217,51.4436521,-0.150139933,London,Pizza Express,Pizza Place,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38217,165
restaurant,38227,51.445827,-0.150422,London,The Kebab Company,Fast Food Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38227,121
restaurant,38243,51.42539,-0.334584,London,The Park Hotel,Hotel,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38243,139
restaurant,38253,51.47079804,-0.486660004,London,Caviar House & Prunier Seafood Bar,Seafood Restaurant,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=38253,177
