Amsterdam,realSum,room_private,person_capacity,cleanliness_rating,guest_satisfaction_overall,bedrooms,lng,lat
Berlin,203.0943255,FALSE,3,10,94,1,13.33001,52.4781
Berlin,462.5128541,FALSE,4,10,94,1,13.46312,52.51303
Berlin,462.5128541,FALSE,4,9,94,1,13.46327,52.51501
Berlin,150.2757783,TRUE,2,9,93,1,13.4523,52.50991
Berlin,257.5488455,TRUE,6,9,87,1,13.45556,52.51526
Berlin,201.6920632,TRUE,2,10,98,1,13.4154,52.53256
Berlin,229.7373095,FALSE,3,9,95,1,13.42957,52.50652
Berlin,185.7997569,TRUE,2,8,93,1,13.37644,52.50663
Berlin,162.1950079,TRUE,3,10,99,1,13.34144,52.49819
Berlin,208.7033748,TRUE,2,10,95,1,13.2856,52.51088
Berlin,339.8149014,FALSE,6,10,100,1,13.46818,52.5115
Berlin,196.0830139,FALSE,2,10,99,0,13.2934,52.50993
Berlin,167.1029261,TRUE,2,10,97,1,13.47012,52.50684
Berlin,100.7291764,TRUE,2,10,100,1,13.47782,52.51253
Berlin,291.2031411,FALSE,3,9,86,1,13.30278,52.52631
Berlin,329.297934,TRUE,4,9,95,2,13.42495,52.53604
Berlin,83.66831822,TRUE,2,10,98,0,13.264,52.545
Berlin,165.7006637,TRUE,2,10,98,1,13.45552,52.48882
Berlin,144.9004394,TRUE,3,10,100,1,13.50597,52.49422
Berlin,329.297934,TRUE,4,10,97,2,13.42448,52.53747
Berlin,491.7266523,FALSE,6,8,92,2,13.32745,52.50346
Berlin,266.4298401,TRUE,2,10,97,0,13.34211,52.49557
Berlin,133.2149201,TRUE,3,9,93,1,13.50531,52.49351
Berlin,249.368982,TRUE,2,9,92,1,13.38656,52.49894
Berlin,212.2090306,FALSE,2,10,92,1,13.4317,52.52889
Berlin,162.4287183,TRUE,2,9,99,1,13.441,52.502
Berlin,530.9899972,FALSE,2,10,96,1,13.36523,52.50126
Berlin,146.3027017,TRUE,2,9,97,1,13.33356,52.47098
Berlin,171.7771338,TRUE,2,10,97,1,13.44561,52.51989
Berlin,415.0696457,FALSE,6,10,96,2,13.389,52.493
Berlin,150.743199,TRUE,2,9,90,1,13.45567,52.50926
Berlin,183.6963635,TRUE,3,9,85,1,13.45264,52.50995
Berlin,197.2515659,TRUE,2,9,97,1,13.37655,52.50614
Berlin,153.5477237,TRUE,3,9,93,1,13.452,52.509
Berlin,150.743199,TRUE,2,8,93,1,13.38941,52.49229
Berlin,150.743199,TRUE,2,10,97,1,13.4654,52.51619
Berlin,249.368982,TRUE,2,10,100,1,13.3973,52.51091
Berlin,162.4287183,TRUE,2,10,95,1,13.47972,52.48017
Berlin,231.840703,TRUE,2,9,94,1,13.45883,52.50899
Berlin,229.7373095,TRUE,2,10,100,1,13.31678,52.49783
Berlin,299.1492942,TRUE,3,10,100,1,13.3178,52.4974
Berlin,208.7033748,FALSE,4,9,93,1,13.39184,52.48935
Berlin,129.9429747,TRUE,2,9,92,1,13.44736,52.49906
Berlin,291.2031411,FALSE,2,9,92,1,13.30283,52.52507
Berlin,388.4266617,FALSE,5,9,89,2,13.29445,52.49706
Berlin,220.3888941,TRUE,2,10,95,9,13.41991,52.49384
Berlin,134.6171824,TRUE,2,10,96,1,13.47852,52.50315
Berlin,376.9748528,FALSE,2,10,93,1,13.52155,52.45271
Berlin,197.2515659,TRUE,2,10,99,1,13.39525,52.50584
Berlin,179.7232869,TRUE,4,9,92,1,13.45964,52.51397
Berlin,301.4863981,FALSE,2,9,96,0,13.42463,52.53226
Berlin,122.9316631,TRUE,2,10,100,1,13.34267,52.48057
Berlin,157.5208002,TRUE,2,8,96,1,13.43338,52.49053
Berlin,554.3610358,FALSE,4,9,91,1,13.36441,52.50152
Berlin,670.2813873,FALSE,5,10,96,1,13.36594,52.50212
Berlin,347.9947649,TRUE,2,10,97,1,13.44085,52.49026
Berlin,254.9780312,FALSE,2,10,100,1,13.42193,52.50889
Berlin,136.7205759,TRUE,2,9,96,1,13.46889,52.50628
Berlin,389.5952136,TRUE,2,10,100,1,13.4468,52.50405
Berlin,151.911751,TRUE,3,10,98,1,13.47135,52.51295
Berlin,278.3490698,FALSE,2,10,95,1,13.29834,52.49956
Berlin,178.7884454,FALSE,2,10,95,1,13.43999,52.48432
Berlin,115.9203515,TRUE,2,8,86,1,13.58287,52.51799
Berlin,128.5407123,TRUE,5,9,92,1,13.471,52.512
Berlin,154.0151444,FALSE,2,7,88,1,13.36281,52.49086
Berlin,171.7771338,TRUE,3,9,98,1,13.27939,52.47934
Berlin,249.368982,TRUE,2,10,93,1,13.452,52.515
Berlin,113.816958,TRUE,2,10,100,1,13.5087,52.44662
Berlin,382.583902,FALSE,4,8,85,1,13.42841,52.4901
Berlin,102.1314387,TRUE,2,10,98,1,13.38396,52.47524
Berlin,347.7610545,FALSE,2,9,87,0,13.29593,52.49559
Berlin,1449.471815,FALSE,2,9,97,2,13.41376,52.50453
Berlin,231.840703,TRUE,2,10,96,1,13.47929,52.50412
Berlin,158.2219314,TRUE,2,10,91,1,13.33085,52.48998
Berlin,224.1282603,TRUE,2,10,100,1,13.33171,52.49006
Berlin,188.1368608,TRUE,2,8,80,1,13.33131,52.48922
Berlin,115.9203515,TRUE,4,9,100,1,13.46753,52.52944
Berlin,318.7809666,FALSE,6,8,81,2,13.4508,52.50061
Berlin,165.7006637,TRUE,2,10,96,1,13.45668,52.51393
Berlin,90.44591942,TRUE,2,10,100,1,13.42999,52.48281
Berlin,199.5886697,FALSE,2,10,96,0,13.447,52.518
Berlin,202.8606151,TRUE,4,9,93,1,13.51204,52.5089
Berlin,125.0350566,TRUE,2,10,99,1,13.42101,52.47797
Berlin,135.5520239,TRUE,2,9,93,1,13.58005,52.50121
Berlin,178.0873142,TRUE,2,8,76,1,13.34073,52.49851
Berlin,148.4060952,TRUE,2,10,99,1,13.43268,52.51362
Berlin,111.2461438,TRUE,2,10,97,1,13.41518,52.49138
Berlin,182.9952323,TRUE,2,10,100,1,13.44884,52.4914
Berlin,434.9350285,FALSE,2,10,100,1,13.42126,52.51013
Berlin,183.2289427,TRUE,2,9,93,1,13.446,52.51
Berlin,133.2149201,FALSE,4,9,92,1,13.446,52.51
Berlin,505.5155651,FALSE,3,10,99,2,13.34593,52.50228
Berlin,219.2203422,FALSE,2,10,99,1,13.39989,52.49623
Berlin,191.4088062,FALSE,2,9,87,1,13.40086,52.51254
Berlin,143.7318874,TRUE,3,9,93,1,13.486,52.47344
Berlin,587.781621,FALSE,5,9,87,2,13.28611,52.52121
Berlin,564.8780032,FALSE,5,9,85,2,13.28508,52.52174
Berlin,208.7033748,FALSE,3,10,95,2,13.53742,52.495
Berlin,153.0803029,TRUE,3,9,88,1,13.38663,52.49625
Berlin,136.7205759,TRUE,2,10,98,1,13.4393,52.48201
Berlin,93.95157521,TRUE,2,7,83,1,13.31736,52.50528
Berlin,425.5866131,FALSE,4,9,88,2,13.28595,52.5218
Berlin,98.62578293,TRUE,2,10,96,1,13.52185,52.51198
Berlin,533.3271011,FALSE,2,10,100,2,13.47591,52.493
Berlin,115.9203515,TRUE,2,10,100,1,13.32722,52.48742
Berlin,316.6775732,FALSE,3,9,88,1,13.28668,52.52105
Berlin,347.7610545,FALSE,2,10,91,1,13.39741,52.50353
Berlin,359.4465738,FALSE,4,8,92,1,13.38,52.504
Berlin,115.9203515,TRUE,2,10,100,1,13.29213,52.49202
Berlin,208.7033748,TRUE,2,10,93,1,13.29134,52.51058
Berlin,121.5294008,TRUE,2,10,100,0,13.44996,52.52217
Berlin,324.6237263,FALSE,2,10,98,1,13.42553,52.53203
Berlin,140.2262317,TRUE,2,10,99,1,13.45867,52.51529
Berlin,178.554735,TRUE,2,10,92,1,13.42365,52.48586
Berlin,197.2515659,TRUE,2,10,98,1,13.38705,52.48916
Berlin,312.938207,FALSE,2,10,97,1,13.39001,52.51628
Berlin,336.3092456,FALSE,2,10,95,1,13.39061,52.51549
Berlin,359.6802842,FALSE,2,10,100,1,13.38894,52.51492
Berlin,199.3549593,FALSE,2,10,100,1,13.28607,52.48526
Berlin,125.0350566,TRUE,2,10,95,1,13.40943,52.48911
Berlin,139.2913901,TRUE,2,10,100,1,13.43709,52.48329
Berlin,254.9780312,TRUE,6,9,93,1,13.42816,52.49903
Berlin,254.9780312,TRUE,3,10,80,1,13.42984,52.4971
Berlin,272.7400206,FALSE,6,9,94,1,13.44416,52.49475
Berlin,243.5262223,TRUE,2,10,100,1,13.27894,52.51615
Berlin,134.6171824,TRUE,2,9,100,1,13.31322,52.47004
Berlin,179.7232869,TRUE,2,9,97,1,13.426,52.482
Berlin,481.209685,TRUE,2,10,100,1,13.46617,52.51587
Berlin,122.9316631,TRUE,2,10,97,1,13.27451,52.51169
Berlin,266.4298401,TRUE,2,10,100,1,13.43381,52.49289
Berlin,227.1664953,FALSE,4,9,92,1,13.34274,52.50421
Berlin,204.0291671,FALSE,2,10,86,1,13.34356,52.50328
Berlin,227.1664953,FALSE,4,9,90,1,13.343,52.504
Berlin,134.6171824,TRUE,2,8,71,1,13.37955,52.4963
Berlin,254.9780312,FALSE,2,10,98,1,13.413,52.522
Berlin,254.9780312,FALSE,2,10,97,1,13.4144,52.52247
Berlin,307.3291577,FALSE,4,9,98,1,13.31744,52.49846
Berlin,139.2913901,TRUE,2,10,100,1,13.41002,52.49748
Berlin,236.2812003,TRUE,2,10,100,1,13.32893,52.50193
Berlin,168.271478,FALSE,2,10,98,1,13.23285,52.50508
Berlin,258.2499766,TRUE,2,10,90,1,13.40071,52.49845
Berlin,139.2913901,TRUE,3,7,79,1,13.42045,52.50241
Berlin,179.7232869,TRUE,2,10,99,1,13.32307,52.47184
Berlin,150.743199,TRUE,2,10,100,1,13.55496,52.50682
Berlin,92.78302328,TRUE,2,10,100,1,13.31651,52.4651
Berlin,128.5407123,TRUE,3,10,100,1,13.31598,52.50654
Berlin,249.1352716,FALSE,2,10,100,1,13.40143,52.49253
Berlin,125.0350566,TRUE,3,9,89,1,13.33121,52.46852
Berlin,144.9004394,TRUE,2,10,99,1,13.27443,52.51722
Berlin,151.911751,TRUE,2,9,91,1,13.45396,52.51976
Berlin,142.7970459,TRUE,2,9,90,1,13.45534,52.5211
Berlin,184.3974946,TRUE,2,10,100,1,13.45456,52.51977
Berlin,410.6291484,TRUE,4,10,90,1,13.361,52.494
Berlin,276.9468075,TRUE,2,10,100,1,13.361,52.494
Berlin,250.5375339,TRUE,2,10,100,1,13.361,52.494
Berlin,236.7486211,TRUE,2,10,100,1,13.361,52.494
Berlin,368.7949892,TRUE,4,10,90,1,13.37,52.503
Berlin,296.8121903,TRUE,2,10,90,1,13.37,52.503
Berlin,271.3377582,TRUE,2,10,98,1,13.37,52.503
Berlin,445.2182855,TRUE,4,10,100,1,13.326,52.465
Berlin,185.5660466,TRUE,3,10,98,1,13.334,52.47
Berlin,220.1551837,TRUE,2,10,93,1,13.45392,52.52418
Berlin,614.424605,FALSE,5,9,89,2,13.396,52.51
Berlin,115.9203515,TRUE,2,10,100,1,13.48971,52.50421
Berlin,242.3576704,FALSE,6,9,89,0,13.46891,52.51824
Berlin,252.8746377,TRUE,3,10,100,1,13.38693,52.50054
Berlin,249.368982,FALSE,4,10,97,0,13.46608,52.5106
Berlin,263.1578947,FALSE,2,10,99,1,13.39997,52.49607
Berlin,168.271478,TRUE,3,10,97,1,13.44254,52.49861
Berlin,310.8348135,TRUE,2,10,90,1,13.44944,52.52462
Berlin,194.914462,FALSE,2,10,97,1,13.36198,52.49077
Berlin,104.2348322,TRUE,2,10,100,1,13.328,52.498
Berlin,192.5773581,FALSE,2,9,89,1,13.46169,52.50835
Berlin,220.3888941,TRUE,2,7,93,1,13.32486,52.49533
Berlin,175.9839207,FALSE,2,10,98,1,13.44264,52.49618
Berlin,150.743199,TRUE,2,4,40,1,13.46914,52.51526
Berlin,1159.437225,TRUE,2,10,80,1,13.45265,52.50899
Berlin,220.1551837,TRUE,3,10,80,1,13.32876,52.48455
Berlin,434.9350285,FALSE,4,8,92,1,13.32027,52.50767
Berlin,197.2515659,FALSE,2,10,97,0,13.45658,52.51073
Berlin,214.5461344,FALSE,2,10,96,1,13.4554,52.50804
Berlin,135.5520239,TRUE,3,10,98,1,13.57979,52.50063
Berlin,139.2913901,TRUE,2,9,95,1,13.3232,52.47072
Berlin,206.3662709,TRUE,2,10,100,1,13.42429,52.51735
Berlin,162.4287183,TRUE,2,7,93,1,13.41486,52.49107
Berlin,220.3888941,FALSE,2,9,90,1,13.45608,52.51441
Berlin,162.4287183,TRUE,2,8,80,1,13.42918,52.53233
Berlin,225.0631018,TRUE,2,10,100,1,13.38762,52.50033
Berlin,322.2866224,FALSE,4,10,94,2,13.4685,52.50661
Berlin,150.5094886,TRUE,3,10,90,1,13.30851,52.50812
Berlin,324.6237263,FALSE,3,9,95,0,13.437,52.535
Berlin,169.2063195,TRUE,3,9,100,1,13.52186,52.48462
Berlin,115.9203515,TRUE,2,5,70,1,13.30429,52.49168
Berlin,333.9721417,FALSE,2,10,90,0,13.38692,52.48669
Berlin,283.9581191,FALSE,2,8,80,0,13.3884,52.48637
Berlin,458.0723567,FALSE,6,10,98,1,13.43103,52.53106
Berlin,95.12012714,TRUE,2,9,83,1,13.29398,52.50437
Berlin,276.011966,TRUE,4,10,100,1,13.3883,52.50057
Berlin,218.0517902,FALSE,2,10,99,1,13.46399,52.51992
Berlin,347.7610545,FALSE,5,10,92,2,13.34,52.481
Berlin,133.2149201,TRUE,2,10,96,1,13.45774,52.49273
Berlin,301.4863981,TRUE,2,10,100,1,13.48244,52.51333
Berlin,293.3065345,TRUE,2,10,100,1,13.36963,52.50036
Berlin,160.0916145,TRUE,2,10,98,1,13.36115,52.49336
Berlin,229.7373095,TRUE,3,10,96,1,13.36131,52.49325
Berlin,218.0517902,TRUE,2,10,90,1,13.36083,52.49262
Berlin,141.3947836,FALSE,2,9,93,0,13.51312,52.46521
Berlin,150.743199,TRUE,2,9,94,1,13.40967,52.4979
Berlin,173.8805273,TRUE,2,10,99,1,13.43733,52.48416
Berlin,183.2289427,TRUE,4,10,96,1,13.456,52.512
Berlin,104.2348322,TRUE,2,10,100,1,13.49271,52.50665
Berlin,494.9985977,FALSE,6,10,98,3,13.37789,52.50926
Berlin,264.3264467,FALSE,4,10,100,0,13.26573,52.52019
Berlin,312.938207,FALSE,4,10,93,1,13.46203,52.51646
Berlin,287.6974853,FALSE,5,9,95,1,13.46167,52.51704
Berlin,287.6974853,FALSE,5,9,88,1,13.46318,52.51707
Berlin,154.2488548,TRUE,3,10,96,1,13.44681,52.50277
Berlin,266.6635505,FALSE,4,10,96,1,13.315,52.504
Berlin,153.0803029,FALSE,4,8,80,1,13.42459,52.51631
Berlin,162.1950079,TRUE,2,8,92,1,13.42723,52.5003
Berlin,115.9203515,TRUE,2,9,97,1,13.29358,52.48986
Berlin,109.1427503,TRUE,3,10,98,1,13.52399,52.5123
Berlin,139.2913901,FALSE,6,9,87,1,13.446,52.51
Berlin,139.2913901,FALSE,5,9,91,1,13.446,52.51
Berlin,139.2913901,TRUE,2,10,100,1,13.41236,52.49671
Berlin,174.1142376,TRUE,2,10,100,1,13.33653,52.47466
Berlin,202.8606151,FALSE,2,9,97,0,13.30858,52.50561
Berlin,143.7318874,TRUE,4,10,97,1,13.3459,52.50087
Berlin,104.2348322,TRUE,2,10,100,1,13.45469,52.50805
Berlin,145.3678601,TRUE,2,10,95,0,13.38,52.49
Berlin,165.7006637,TRUE,2,10,95,1,13.41859,52.51189
Berlin,405.9549406,FALSE,5,9,95,2,13.46516,52.50923
Berlin,145.3678601,FALSE,4,9,88,1,13.38,52.49
Berlin,401.2807329,FALSE,4,9,94,0,13.33476,52.5038
Berlin,132.0463681,TRUE,2,10,100,1,13.44699,52.52854
Berlin,150.743199,TRUE,2,10,98,0,13.30995,52.52369
Berlin,231.840703,FALSE,3,10,100,1,13.45037,52.52256
Berlin,175.0490792,TRUE,2,10,100,1,13.40264,52.49144
Berlin,109.1427503,TRUE,2,10,98,2,13.49758,52.50913
Berlin,276.2456764,FALSE,2,10,96,1,13.42864,52.53168
Berlin,254.9780312,FALSE,2,10,97,1,13.43,52.53376
Berlin,194.914462,TRUE,2,10,98,1,13.42999,52.49953
Berlin,133.2149201,TRUE,3,9,87,1,13.48491,52.51958
Berlin,159.8579041,TRUE,2,10,97,1,13.45875,52.51239
Berlin,139.2913901,TRUE,2,7,87,1,13.28727,52.49533
Berlin,261.0545013,FALSE,2,9,97,1,13.34325,52.49985
Berlin,204.2628774,TRUE,2,10,98,1,13.38112,52.5106
Berlin,127.6058708,TRUE,2,10,100,1,13.50166,52.51303
Berlin,147.704964,FALSE,4,10,96,1,13.38,52.49
Berlin,290.0345891,FALSE,2,10,94,1,13.418,52.53
Berlin,301.7201084,FALSE,2,10,97,1,13.418,52.53
Berlin,361.7836777,FALSE,2,10,100,1,13.418,52.53
Berlin,125.2687669,TRUE,2,7,69,1,13.38051,52.49815
Berlin,125.2687669,TRUE,2,9,71,1,13.37937,52.49803
Berlin,742.0304758,FALSE,6,10,93,1,13.38015,52.50501
Berlin,249.368982,TRUE,2,10,100,1,13.38641,52.49699
Berlin,168.271478,TRUE,2,10,100,1,13.50312,52.506
Berlin,333.9721417,FALSE,6,10,95,1,13.45498,52.50921
Berlin,136.7205759,TRUE,2,10,100,1,13.46329,52.50792
Berlin,327.1945405,FALSE,6,10,100,3,13.30407,52.50184
Berlin,99.56062447,TRUE,2,9,100,1,13.53388,52.45116
Berlin,150.0420679,FALSE,4,9,89,1,13.37853,52.48936
Berlin,185.5660466,FALSE,2,10,100,1,13.30737,52.52413
Berlin,329.297934,FALSE,4,10,100,2,13.46885,52.51663
Berlin,197.2515659,FALSE,3,10,100,1,13.51206,52.45599
Berlin,150.0420679,FALSE,4,10,98,1,13.37836,52.49082
Berlin,417.6404599,FALSE,3,10,86,1,13.3822,52.49846
Berlin,218.0517902,FALSE,2,9,86,1,13.31768,52.52543
Berlin,139.2913901,TRUE,2,8,87,1,13.5078,52.46388
Berlin,185.5660466,TRUE,2,10,100,1,13.44424,52.53533
Berlin,278.3490698,FALSE,4,10,98,1,13.43649,52.52204
Berlin,371.1320931,FALSE,4,10,95,1,13.43733,52.53676
Berlin,742.0304758,FALSE,6,9,84,1,13.38379,52.50352
Berlin,257.5488455,FALSE,2,10,100,1,13.30016,52.50005
Berlin,329.297934,FALSE,3,10,97,1,13.46587,52.51896
Berlin,179.7232869,TRUE,2,10,98,1,13.39143,52.4891
Berlin,92.78302328,TRUE,3,10,93,1,13.53361,52.5132
Berlin,283.9581191,FALSE,2,10,100,1,13.34501,52.50614
Berlin,231.840703,FALSE,3,10,100,1,13.32269,52.49288
Berlin,382.583902,FALSE,3,10,98,1,13.428,52.492
Berlin,209.8719267,TRUE,3,9,98,1,13.4313,52.4899
Berlin,144.9004394,FALSE,3,7,83,0,13.29035,52.51386
Berlin,156.5859587,TRUE,2,10,100,1,13.46307,52.51323
Berlin,188.1368608,TRUE,2,10,100,1,13.32514,52.49922
Berlin,276.011966,FALSE,4,6,60,2,13.44962,52.52309
Berlin,264.3264467,FALSE,4,9,90,2,13.45063,52.52308
Berlin,295.6436384,FALSE,4,8,80,2,13.45376,52.50216
Berlin,241.1891184,FALSE,3,8,40,0,13.44944,52.52284
Berlin,322.5203328,FALSE,6,8,100,2,13.45453,52.5229
Berlin,241.1891184,FALSE,4,8,70,0,13.51979,52.50625
Berlin,206.3662709,FALSE,2,10,93,1,13.47012,52.49601
Berlin,220.3888941,TRUE,2,10,100,1,13.4321,52.53026
Berlin,611.1526596,FALSE,6,10,99,3,13.37293,52.50773
Berlin,162.4287183,TRUE,2,10,90,1,13.56682,52.4523
Berlin,162.1950079,TRUE,2,7,80,0,13.42233,52.49288
Berlin,347.9947649,FALSE,4,8,86,2,13.29913,52.49033
Berlin,150.743199,FALSE,2,10,100,1,13.46742,52.50033
Berlin,251.4723754,FALSE,3,9,100,2,13.45354,52.52502
Berlin,139.2913901,TRUE,2,9,80,1,13.285,52.498
Berlin,150.5094886,TRUE,2,10,100,0,13.42686,52.49018
Berlin,197.2515659,FALSE,2,10,100,1,13.46159,52.51777
Berlin,139.2913901,TRUE,2,8,90,1,13.41514,52.49064
Berlin,120.5945592,TRUE,2,7,80,1,13.52371,52.45288
Berlin,195.8493035,TRUE,3,9,95,1,13.42206,52.53187
Berlin,127.6058708,TRUE,3,10,100,1,13.32168,52.46552
Berlin,174.1142376,TRUE,2,10,100,1,13.40122,52.49828
Berlin,91.61447135,TRUE,2,7,93,1,13.49084,52.46812
Berlin,162.4287183,TRUE,2,9,97,1,13.42308,52.48938
Berlin,143.7318874,TRUE,2,9,100,1,13.42999,52.49212
Berlin,127.6058708,TRUE,2,10,100,1,13.32966,52.47839
Berlin,141.3947836,TRUE,3,7,80,1,13.39567,52.50541
Berlin,169.2063195,TRUE,2,10,90,1,13.31216,52.49654
Berlin,312.938207,FALSE,3,10,100,1,13.46448,52.51383
Berlin,191.1750958,TRUE,2,10,100,1,13.41924,52.53332
Berlin,154.0151444,TRUE,2,10,85,1,13.43175,52.53224
Berlin,263.1578947,FALSE,2,10,90,0,13.38825,52.50415
Berlin,248.20043,FALSE,2,6,80,0,13.40566,52.51295
Berlin,258.7173974,TRUE,2,10,100,1,13.31596,52.50334
Berlin,238.8520146,TRUE,2,10,100,1,13.37,52.499
Berlin,173.8805273,TRUE,2,10,94,1,13.41977,52.52404
Berlin,300.7852669,FALSE,6,10,100,0,13.45843,52.51612
Berlin,175.2827896,TRUE,2,10,100,1,13.43825,52.53049
Berlin,102.3651491,FALSE,2,8,92,1,13.47611,52.51168
Berlin,209.4045059,TRUE,5,8,100,1,13.46281,52.51783
Berlin,173.8805273,FALSE,6,10,100,2,13.21891,52.50918
Berlin,289.8008788,FALSE,3,10,84,1,13.415,52.513
Berlin,289.8008788,FALSE,6,10,80,1,13.415,52.513
Berlin,156.5859587,TRUE,2,10,96,1,13.424,52.48978
Berlin,388.4266617,TRUE,2,10,100,1,13.46445,52.51282
Berlin,249.368982,FALSE,2,10,100,1,13.49151,52.50178
Berlin,175.2827896,TRUE,2,8,100,1,13.4031,52.50501
Berlin,95.12012714,TRUE,2,6,90,0,13.48497,52.46243
Berlin,179.7232869,TRUE,2,10,100,1,13.41649,52.5051
Berlin,386.0895578,FALSE,6,10,100,3,13.34456,52.48265
Berlin,186.5008881,TRUE,2,10,100,1,13.41697,52.52714
Berlin,371.1320931,FALSE,2,10,100,1,13.43395,52.49939
Berlin,254.9780312,FALSE,4,6,80,0,13.38232,52.50409
Berlin,231.840703,FALSE,2,10,100,1,13.30541,52.507
Berlin,127.6058708,TRUE,2,10,100,1,13.31873,52.4576
Berlin,150.743199,FALSE,4,6,80,1,13.51499,52.51621
Berlin,150.743199,TRUE,2,6,100,1,13.47559,52.49879
Berlin,129.9429747,TRUE,2,9,100,1,13.38894,52.4886
Berlin,85.77171169,TRUE,2,10,100,1,13.34507,52.48448
Berlin,115.9203515,TRUE,2,9,87,1,13.38593,52.48897
Berlin,324.6237263,FALSE,4,10,100,1,13.32316,52.49312
Berlin,194.6807516,FALSE,2,10,100,1,13.38703,52.5122
Berlin,353.8375245,FALSE,6,10,100,3,13.44467,52.53078
Berlin,180.8918388,TRUE,2,9,96,1,13.43649,52.48507
Berlin,324.6237263,FALSE,6,8,88,0,13.32891,52.49248
Berlin,139.2913901,TRUE,2,10,96,1,13.49258,52.46612
Berlin,336.3092456,FALSE,4,10,96,2,13.268,52.512
Berlin,1507.43199,FALSE,2,10,100,4,13.28734,52.53064
Berlin,150.743199,TRUE,2,10,97,1,13.37506,52.48555
Berlin,212.2090306,TRUE,2,10,99,1,13.39733,52.49745
Berlin,745.769842,FALSE,6,9,97,2,13.42065,52.53135
Berlin,136.9542862,TRUE,2,10,96,1,13.47295,52.49526
Berlin,157.7545106,TRUE,2,9,94,1,13.44825,52.49795
Berlin,208.4696644,FALSE,4,8,89,1,13.46586,52.49797
Berlin,328.1293821,FALSE,4,10,98,2,13.456,52.511
Berlin,223.8945499,FALSE,2,10,94,1,13.44639,52.49774
Berlin,146.3027017,TRUE,2,10,98,1,13.467,52.511
Berlin,185.7997569,TRUE,2,10,97,1,13.46519,52.48522
Berlin,343.3205572,FALSE,4,9,84,2,13.35931,52.49529
Berlin,232.0744134,FALSE,2,10,97,1,13.29986,52.50235
Berlin,139.0576797,TRUE,4,10,94,1,13.43554,52.49799
Berlin,231.840703,FALSE,2,10,95,0,13.38321,52.49373
Berlin,125.0350566,TRUE,2,10,97,1,13.34334,52.50005
Berlin,261.0545013,FALSE,2,10,93,1,13.3953,52.49223
Berlin,115.9203515,TRUE,2,9,88,1,13.43073,52.48545
Berlin,110.3113022,TRUE,2,10,98,1,13.38954,52.48652
Berlin,197.2515659,TRUE,2,10,97,1,13.42561,52.49397
Berlin,358.5117323,FALSE,5,9,96,2,13.44068,52.49742
Berlin,220.3888941,TRUE,4,10,91,1,13.37962,52.50844
Berlin,148.4060952,TRUE,2,9,91,1,13.41475,52.53099
Berlin,158.9230625,TRUE,2,8,93,1,13.44002,52.49458
Berlin,162.4287183,TRUE,2,10,100,1,13.325,52.499
Berlin,197.2515659,TRUE,2,10,98,1,13.37065,52.5
Berlin,143.7318874,TRUE,2,9,97,1,13.34465,52.49592
Berlin,183.2289427,TRUE,2,9,94,1,13.36739,52.50909
Berlin,162.4287183,TRUE,2,9,92,1,13.4496,52.51308
Berlin,312.938207,FALSE,5,8,93,2,13.43351,52.49925
Berlin,127.6058708,TRUE,2,10,80,1,13.464,52.50745
Berlin,545.0126204,FALSE,3,10,99,0,13.21301,52.5067
Berlin,214.5461344,TRUE,2,10,97,1,13.31459,52.5077
Berlin,215.7146864,TRUE,2,9,86,1,13.4243,52.51635
Berlin,143.7318874,FALSE,6,9,91,1,13.42465,52.51613
Berlin,143.7318874,FALSE,6,10,93,1,13.42467,52.51615
Berlin,148.4060952,FALSE,4,9,91,1,13.42492,52.51556
Berlin,271.3377582,FALSE,4,10,92,1,13.28588,52.51974
Berlin,148.4060952,FALSE,4,9,90,1,13.4249,52.51592
Berlin,134.6171824,FALSE,6,9,91,1,13.42474,52.51756
Berlin,129.9429747,FALSE,6,10,90,1,13.42503,52.5169
Berlin,165.7006637,FALSE,2,10,96,1,13.41641,52.51126
Berlin,177.386183,TRUE,2,10,92,1,13.41535,52.49486
Berlin,730.3449565,FALSE,2,10,96,1,13.39815,52.51462
Berlin,154.0151444,TRUE,2,8,90,1,13.44206,52.48527
Berlin,135.5520239,TRUE,2,10,92,1,13.41633,52.53057
Berlin,119.4260073,TRUE,2,10,95,1,13.45351,52.4899
Berlin,110.3113022,TRUE,2,9,85,1,13.46658,52.50553
Berlin,292.6054034,FALSE,4,10,98,1,13.47128,52.5107
Berlin,214.7798448,FALSE,2,9,92,1,13.44678,52.49124
Berlin,162.1950079,TRUE,3,10,99,0,13.39494,52.49309
Berlin,637.7956436,FALSE,4,10,100,2,13.23875,52.52195
Berlin,120.5945592,TRUE,2,10,96,1,13.31398,52.49899
Berlin,175.0490792,TRUE,2,10,97,1,13.38873,52.48931
Berlin,150.743199,TRUE,2,9,94,1,13.45568,52.51575
Berlin,254.0431897,FALSE,2,10,98,0,13.421,52.497
Berlin,155.4174067,TRUE,4,10,92,1,13.29014,52.51235
Berlin,150.743199,TRUE,2,9,92,1,13.28827,52.51178
Berlin,120.8282696,TRUE,3,8,92,1,13.45263,52.51852
Berlin,231.840703,FALSE,6,9,87,3,13.46942,52.51242
Berlin,160.0916145,TRUE,2,10,91,1,13.42349,52.48625
Berlin,443.114892,FALSE,4,9,92,1,13.45406,52.51267
Berlin,117.0889034,TRUE,2,10,96,1,13.49215,52.50131
